영어단어,한글단어설명,예문1,예문2,category,deck_group
Ephemeral,"덧없는, 단명하는 (하루살이처럼 수명이 짧은)",Fashion is ephemeral. (패션은 덧없습니다.),Ephemeral beauty. (금방 사라지는 아름다움.),GENERAL,TRANSIENCE_BREVITY
Fleeting,"순식간의, 덧없는 (빠르게 지나가 버리는)",A fleeting glimpse. (순간적으로 힐끗 봄.),A fleeting moment of happiness. (순식간의 행복한 순간.),GENERAL,TRANSIENCE_BREVITY
Interim,"중간의, 임시의 (다음 단계 전까지의)",An interim president. (임시 대통령.),In the interim period. (그사이 기간에.),GENERAL,TRANSIENCE_BREVITY
Provisional,"임시의, 잠정적인 (나중에 바뀔 수 있는)",A provisional government. (임시 정부.),Provisional booking. (가예약.),GENERAL,TRANSIENCE_BREVITY
Transient,"일시적인, 머물다 가는 (오래 머물지 않는)",Transient workers. (단기 체류 노동자들.),A transient feeling. (일시적인 감정.),GENERAL,TRANSIENCE_BREVITY
Transitory,일시적인 (영원하지 않고 지나가는 성질의),Life is transitory. (인생은 일시적입니다.),Transitory inflation. (일시적인 인플레이션.),GENERAL,TRANSIENCE_BREVITY
Temporary,임시의 (정해진 기간만 쓰는),A temporary job. (임시직.),Temporary shelter. (임시 거처.),GENERAL,TRANSIENCE_BREVITY
Fugitive,"도망 다니는, 덧없는 (붙잡아 둘 수 없는)",Fugitive ideas. (금방 잊히는 아이디어들.),A fugitive criminal. (도망자.),GENERAL,TRANSIENCE_BREVITY
Momentary,순간적인 (아주 짧은 찰나의),A momentary pause. (순간적인 멈춤.),A momentary lapse in judgment. (순간적인 판단 착오.),GENERAL,TRANSIENCE_BREVITY
Brief,"짧은, 잠시의 (시간이 길지 않은)",A brief meeting. (짧은 회의.),To be brief. (간단히 말해서.),GENERAL,TRANSIENCE_BREVITY
Short-lived,"단명하는, 오래가지 못하는",A short-lived romance. (오래가지 못한 로맨스.),His success was short-lived. (그의 성공은 일장춘몽이었습니다.),GENERAL,TRANSIENCE_BREVITY
Evanescent,"쉬이 사라지는, 덧없는 (안개처럼 사라지는)",Evanescent bubbles. (금방 터지는 거품들.),An evanescent memory. (희미해져 가는 기억.),GENERAL,TRANSIENCE_BREVITY
Passing,"지나가는, 일시적인 (머물지 않는)",A passing fancy. (일시적인 변덕.),In passing. (지나가는 말로/잠깐.),GENERAL,TRANSIENCE_BREVITY
Tentative,"잠정적인, 머뭇거리는 (확정되지 않은)",A tentative schedule. (잠정적인 일정.),A tentative step. (머뭇거리는 발걸음.),GENERAL,TRANSIENCE_BREVITY
Cursory,"대충 하는, 피상적인 (시간을 들이지 않은)",A cursory glance. (대충 훑어봄.),A cursory inspection. (날림 점검.),GENERAL,TRANSIENCE_BREVITY
Instantaneous,즉각적인 (동시에 일어나는),Instantaneous reaction. (즉각적인 반응.),Death was instantaneous. (즉사였습니다.),GENERAL,TRANSIENCE_BREVITY
Abrupt,갑작스러운 (예고 없이 뚝 끊기는),An abrupt end. (갑작스러운 종결.),His manner was abrupt. (그의 태도는 퉁명스러웠습니다.),GENERAL,TRANSIENCE_BREVITY
Sudden,갑작스러운 (예상치 못한),A sudden change. (갑작스러운 변화.),All of a sudden. (갑자기.),GENERAL,TRANSIENCE_BREVITY
Short-term,단기적인 (가까운 미래만 보는),Short-term memory. (단기 기억.),Short-term goals. (단기 목표.),GENERAL,TRANSIENCE_BREVITY
Impermanent,영구적이지 않은 (변하기 쉬운),Everything is impermanent. (모든 것은 영원하지 않습니다.),Impermanent dye. (오래가지 않는 염료.),GENERAL,TRANSIENCE_BREVITY
Volatile,"휘발성의, 변덕스러운 (금방 변해버리는)",Volatile chemicals. (휘발성 화학물질.),A volatile market. (변동성이 심한 시장.),GENERAL,TRANSIENCE_BREVITY
Swift,신속한 (재빠르게 지나가는),A swift response. (신속한 대응.),Swift as an arrow. (화살처럼 빠른.),GENERAL,TRANSIENCE_BREVITY
Hasty,"서두르는, 성급한 (시간을 충분히 안 쓴)",A hasty decision. (성급한 결정.),Don't be too hasty. (너무 서두르지 마세요.),GENERAL,TRANSIENCE_BREVITY
Fly-by-night,"믿을 수 없는, 덧없는 (야반도주하는/잠깐 하고 마는)",A fly-by-night company. (실체가 불분명한 떴다방 회사.),Fly-by-night operators. (믿을 수 없는 업자들.),GENERAL,TRANSIENCE_BREVITY
Mortal,"언젠가 죽는, 필멸의 (유한한 생명의)",All men are mortal. (모든 사람은 죽습니다.),Mortal danger. (치명적인 위험.),GENERAL,TRANSIENCE_BREVITY
Finite,유한한 (한계가 있는),Finite resources. (유한한 자원.),Life is finite. (삶은 유한합니다.),GENERAL,TRANSIENCE_BREVITY
Phase,"단계, 시기 (지나가는 한 국면)",It's just a phase. (그저 지나가는 한 때일 뿐입니다.),The moon's phases. (달의 위상 변화.),GENERAL,TRANSIENCE_BREVITY
Spell,잠깐의 기간 (날씨나 활동의 짧은 기간),A cold spell. (한파.),A spell of dizziness. (잠깐의 현기증.),GENERAL,TRANSIENCE_BREVITY
Flash,"섬광, 순간 (번쩍하는 사이)",In a flash. (순식간에.),A flash flood. (갑작스러운 홍수.),GENERAL,TRANSIENCE_BREVITY
Blink,눈 깜짝할 사이 (아주 짧은 순간),In the blink of an eye. (눈 깜짝할 사이에.),Don't blink or you'll miss it. (눈 깜빡이면 놓칠 겁니다.),GENERAL,TRANSIENCE_BREVITY
Intermittent,간헐적인 (멈췄다 시작했다 하는),Intermittent rain. (오락가락하는 비.),Intermittent fasting. (간헐적 단식.),GENERAL,FREQUENCY_REPETITION
Sporadic,산발적인 (불규칙하게 드문드문 일어나는),Sporadic gunfire. (산발적인 총격.),Sporadic outbreaks of the flu. (독감의 산발적 발병.),GENERAL,FREQUENCY_REPETITION
Occasional,가끔의 (자주는 아니지만 때때로),An occasional drinker. (가끔 술을 마시는 사람.),Occasional showers. (가끔 내리는 소나기.),GENERAL,FREQUENCY_REPETITION
Periodic,주기적인 (일정한 간격을 두고 일어나는),Periodic reviews. (주기적인 검토.),The periodic table. (주기율표.),GENERAL,FREQUENCY_REPETITION
Recurrent,"재발하는, 되풀이되는 (자꾸 다시 일어나는)",A recurrent dream. (되풀이되는 꿈.),Recurrent infections. (재발성 감염.),GENERAL,FREQUENCY_REPETITION
Frequent,빈번한 (자주 일어나는),Frequent flyer. (단골 탑승객.),Frequent visits. (빈번한 방문.),GENERAL,FREQUENCY_REPETITION
Constant,끊임없는 (변함없이 계속되는),Constant chatter. (끊임없는 수다.),In constant pain. (지속적인 고통 속에 있는.),GENERAL,FREQUENCY_REPETITION
Continual,빈번한 (짜증 날 정도로 자꾸 반복되는),Continual complaints. (빈번한 불평.),Continual rain for days. (며칠째 계속되는 비.),GENERAL,FREQUENCY_REPETITION
Regular,규칙적인 (정해진 패턴대로),Regular exercise. (규칙적인 운동.),A regular customer. (단골손님.),GENERAL,FREQUENCY_REPETITION
Irregular,불규칙한 (패턴이 없는),Irregular heartbeat. (불규칙한 심장 박동.),Irregular working hours. (불규칙한 근무 시간.),GENERAL,FREQUENCY_REPETITION
Cyclical,순환하는 (주기를 돌며 반복되는),Cyclical unemployment. (경기 순환적 실업.),The cyclical nature of history. (역사의 순환적 본질.),GENERAL,FREQUENCY_REPETITION
Hourly,매 시간의 (1시간마다),Hourly updates. (매시간 업데이트.),Paid hourly. (시급으로 받는.),GENERAL,FREQUENCY_REPETITION
Biennial,2년마다의 (격년의),A biennial festival. (격년제 축제.),Biennial plants. (2년생 식물.),GENERAL,FREQUENCY_REPETITION
Perennial,"다년생의, 연중 계속되는 (오랫동안 반복되는)",Perennial favorites. (오랫동안 사랑받는 것들.),Perennial flowers. (다년생 꽃.),GENERAL,FREQUENCY_REPETITION
Habitual,습관적인 (버릇처럼 하는),A habitual liar. (습관적인 거짓말쟁이.),Habitual offender. (상습범.),GENERAL,FREQUENCY_REPETITION
Customary,관례적인 (관습에 따라 늘 하는),It is customary to bow. (절을 하는 것이 관례입니다.),Customary greeting. (관례적인 인사.),GENERAL,FREQUENCY_REPETITION
Routine,일상적인 (정해진 순서대로 하는),Routine maintenance. (정기 점검.),A routine check-up. (정기 검진.),GENERAL,FREQUENCY_REPETITION
Systematic,체계적인 (계획에 따라 규칙적으로),A systematic search. (체계적인 수색.),Systematic abuse. (조직적인 학대.),GENERAL,FREQUENCY_REPETITION
Alternate,번갈아 일어나는 (하나 건너 하나),On alternate days. (격일로.),Alternate layers of cake and cream. (케이크와 크림을 번갈아 쌓은 층.),GENERAL,FREQUENCY_REPETITION
Consecutive,연속적인 (중단 없이 연달아),Three consecutive wins. (3연승.),It rained for five consecutive days. (5일 연속 비가 왔습니다.),GENERAL,FREQUENCY_REPETITION
Successive,잇따른 (순서대로 이어지는),Successive governments failed. (역대 정부들은 실패했습니다.),On three successive occasions. (세 번 잇따른 경우에.),GENERAL,FREQUENCY_REPETITION
Spasmodic,발작적인 (갑자기 확 일어났다 멈추는),Spasmodic coughing. (발작적인 기침.),Spasmodic interest. (잠깐 반짝하는 관심.),GENERAL,FREQUENCY_REPETITION
Fitful,"자다 깨다 하는, 불규칙한 (잠깐씩 끊기는)",Fitful sleep. (설친 잠/자다 깨다 하는 잠.),A fitful wind. (불규칙하게 부는 바람.),GENERAL,FREQUENCY_REPETITION
Rare,드문 (자주 일어나지 않는),A rare opportunity. (드문 기회.),Rare bird species. (희귀 조류.),GENERAL,FREQUENCY_REPETITION
Infrequent,드문 (빈도가 낮은),Infrequent bus service. (드문 버스 운행.),His visits became infrequent. (그의 방문이 뜸해졌습니다.),GENERAL,FREQUENCY_REPETITION
Seldom,좀처럼 ~않는 (거의 없는),I seldom see him. (나는 그를 좀처럼 보지 못합니다.),Barking dogs seldom bite. (짖는 개는 좀처럼 물지 않습니다.),GENERAL,FREQUENCY_REPETITION
Scarce,"희귀한, 부족한 (찾아보기 힘든)",Jobs are scarce. (일자리가 귀합니다.),Make yourself scarce. (눈에 띄지 않게 피해 있어라.),GENERAL,FREQUENCY_REPETITION
Commonplace,흔한 (너무 자주 있어서 평범한),Air travel is now commonplace. (항공 여행은 이제 흔한 일입니다.),A commonplace remark. (진부한 말.),GENERAL,FREQUENCY_REPETITION
Ubiquitous,어디에나 있는 (동시에 도처에 존재하는),Ubiquitous smartphones. (어디에나 있는 스마트폰.),The ubiquitous influence of the internet. (인터넷의 어디에나 미치는 영향력.),GENERAL,FREQUENCY_REPETITION
Annual,매년의 (1년마다),Annual report. (연차 보고서.),Annual general meeting. (연례 총회.),GENERAL,FREQUENCY_REPETITION
Punctual,시간을 엄수하는 (정해진 시각에 딱 맞추는),Please be punctual. (시간을 엄수해 주세요.),He is always punctual for meetings. (그는 항상 회의 시간을 지킵니다.),GENERAL,TIMING_SPEED_PUNCTUALITY
Prompt,"즉각적인, 지체 없는 (반응이 빠른)",A prompt reply. (즉각적인 답변.),Prompt action saved lives. (신속한 조치가 생명을 구했습니다.),GENERAL,TIMING_SPEED_PUNCTUALITY
Timely,시기적절한 (딱 알맞은 때에 일어난),A timely intervention. (시기적절한 개입.),Timely advice. (때마침 해준 조언.),GENERAL,TIMING_SPEED_PUNCTUALITY
Tardy,"느린, 지각한 (제시간보다 늦은)",Tardy students will be punished. (지각한 학생들은 벌을 받을 것입니다.),A tardy response. (느려터진 대응.),GENERAL,TIMING_SPEED_PUNCTUALITY
Delayed,지연된 (예정보다 늦어진),The flight is delayed. (비행기가 지연되었습니다.),Delayed gratification. (지연된 만족.),GENERAL,TIMING_SPEED_PUNCTUALITY
Overdue,기한이 지난 (이미 늦은),An overdue library book. (반납 기한이 지난 도서.),The baby is overdue. (출산 예정일이 지났습니다.),GENERAL,TIMING_SPEED_PUNCTUALITY
Belated,뒤늦은 (시기를 놓치고 나중에 한),Happy belated birthday. (뒤늦은 생일 축하해.),A belated apology. (뒤늦은 사과.),GENERAL,TIMING_SPEED_PUNCTUALITY
Premature,"시기상조의, 너무 이른 (제때보다 이른)",A premature death. (요절/너무 이른 죽음.),It is premature to judge. (판단하기엔 시기상조입니다.),GENERAL,TIMING_SPEED_PUNCTUALITY
Precocious,조숙한 (나이에 비해 발달이 빠른),A precocious child. (조숙한 아이.),Precocious talent. (일찍 핀 재능.),GENERAL,TIMING_SPEED_PUNCTUALITY
Simultaneous,동시의 (같은 시각에 일어나는),Simultaneous translation. (동시통역.),Simultaneous attacks. (동시 다발적 공격.),GENERAL,TIMING_SPEED_PUNCTUALITY
Synchronized,동기화된 (시간을 딱 맞춘),Synchronized swimming. (수중 발레.),Synchronized watches. (시간을 맞춘 시계들.),GENERAL,TIMING_SPEED_PUNCTUALITY
Coincident,"일치하는, 동시에 일어나는 (우연히 겹친)",The events were coincident. (그 사건들은 동시에 일어났습니다.),Coincident opinions. (일치하는 의견.),GENERAL,TIMING_SPEED_PUNCTUALITY
Opportune,시의적절한 (기회 잡기에 좋은),An opportune moment to ask. (질문하기 딱 좋은 순간.),Arrived at an opportune time. (시의적절한 때에 도착했다.),GENERAL,TIMING_SPEED_PUNCTUALITY
Inopportune,시기가 나쁜 (때가 안 좋은),An inopportune visit. (때아닌 방문.),Bad news at an inopportune time. (시기가 안 좋을 때 들려온 나쁜 소식.),GENERAL,TIMING_SPEED_PUNCTUALITY
Seasonable,계절에 맞는 (제철의),Seasonable weather. (계절에 맞는 날씨.),Seasonable fruit. (제철 과일.),GENERAL,TIMING_SPEED_PUNCTUALITY
Urgent,긴급한 (즉각적 행동이 필요한),In need of urgent help. (긴급한 도움이 필요한.),An urgent message. (긴급 메시지.),GENERAL,TIMING_SPEED_PUNCTUALITY
Pressing,"압박하는, 긴박한 (무시할 수 없는)",A pressing engagement. (긴급한 약속.),The most pressing problem. (가장 시급한 문제.),GENERAL,TIMING_SPEED_PUNCTUALITY
Immediate,즉시의 (시간차 없는),Immediate effect. (즉각적인 효과.),Take immediate action. (즉시 조치를 취하다.),GENERAL,TIMING_SPEED_PUNCTUALITY
Instant,"즉석의, 순간적인 (조리/준비 없이 바로)",Instant coffee. (인스턴트 커피.),Instant success. (즉각적인 성공.),GENERAL,TIMING_SPEED_PUNCTUALITY
Swift,신속한 (움직임이 빠른),A swift runner. (빠른 주자.),Swift justice. (신속한 심판.),GENERAL,TIMING_SPEED_PUNCTUALITY
Rapid,빠른 (속도가 높은),Rapid growth. (빠른 성장.),Rapid eye movement (REM). (급속 안구 운동.),GENERAL,TIMING_SPEED_PUNCTUALITY
Hasty,서두르는 (급하게 해서 엉성한),A hasty decision. (성급한 결정.),Don't be too hasty. (너무 서두르지 마세요.),GENERAL,TIMING_SPEED_PUNCTUALITY
Brisk,"활발한, 빠른 (기분 좋게 빠른)",A brisk walk. (활기찬 걸음.),Business is brisk. (사업이 활발합니다.),GENERAL,TIMING_SPEED_PUNCTUALITY
Accelerated,가속화된 (점점 빨라지는),Accelerated learning program. (속성 학습 프로그램.),Accelerated pace. (빨라진 속도.),GENERAL,TIMING_SPEED_PUNCTUALITY
Pace,속도 (걸음걸이나 진행 속도),Keep up the pace. (속도를 유지하다.),At a snail's pace. (달팽이처럼 느린 속도로.),GENERAL,TIMING_SPEED_PUNCTUALITY
Tempo,"템포, 박자 (활동의 빠르기)",The tempo of life in the city. (도시 생활의 템포.),Increase the tempo. (박자를 빠르게 하다.),GENERAL,TIMING_SPEED_PUNCTUALITY
Lag,"지체, 뒤처짐 (시간 차이)",Jet lag. (시차증.),A time lag between sound and picture. (소리와 화면 사이의 시간 지체.),GENERAL,TIMING_SPEED_PUNCTUALITY
Procrastinate,"미루다, 꾸물거리다 (해야 할 일을 늦추다)",Stop procrastinating and start working. (그만 미루고 일 시작하세요.),I always procrastinate on homework. (나는 항상 숙제를 미룹니다.),GENERAL,TIMING_SPEED_PUNCTUALITY
Defer,"미루다, 연기하다 (결정을 나중으로)",Defer the decision. (결정을 보류하다.),Deferment of taxes. (세금 납부 유예.),GENERAL,TIMING_SPEED_PUNCTUALITY
Postpone,연기하다 (일정을 뒤로 늦추다),The game was postponed due to rain. (경기가 우천으로 연기되었습니다.),Postpone the meeting. (회의를 연기하다.),GENERAL,TIMING_SPEED_PUNCTUALITY
Chronological,연대순의 (시간 순서대로),In chronological order. (연대순으로.),A chronological record. (연대 기록.),GENERAL,SEQUENCE_INTERVAL_DURATION
Sequential,순차적인 (논리적 순서에 따른),Sequential steps. (순차적인 단계들.),Sequential numbers. (일련번호.),GENERAL,SEQUENCE_INTERVAL_DURATION
Subsequent,"그 다음의, 차후의 (뒤에 일어나는)",Subsequent events proved him right. (차후의 사건들이 그가 옳았음을 증명했습니다.),In subsequent years. (그 후 몇 년 동안.),GENERAL,SEQUENCE_INTERVAL_DURATION
Preceding,"이전의, 선행하는 (앞서 일어난)",The preceding chapter. (앞장/이전 챕터.),In the preceding year. (전년도에.),GENERAL,SEQUENCE_INTERVAL_DURATION
Prior,"사전의, 이전의 (더 중요한/먼저인)",No prior experience required. (사전 경험 불필요.),Prior engagement. (선약.),GENERAL,SEQUENCE_INTERVAL_DURATION
Anterior,"앞쪽의, 이전의 (격식: 앞선)",Anterior to the war. (전쟁 이전에.),The anterior part of the brain. (뇌의 앞부분.),GENERAL,SEQUENCE_INTERVAL_DURATION
Posterior,"뒤쪽의, 이후의 (격식: 뒤에 오는)",Posterior to the event. (사건 이후에.),Posterior research. (후속 연구.),GENERAL,SEQUENCE_INTERVAL_DURATION
Simultaneous,동시의 (같은 시간에),Simultaneous broadcast. (동시 방송.),Simultaneous interpretation. (동시통역.),GENERAL,SEQUENCE_INTERVAL_DURATION
Concurrent,"동시에 발생하는, 공존하는 (함께 진행되는)",Concurrent sentences. (동시 집행 형벌.),Three concurrent projects. (동시에 진행되는 세 가지 프로젝트.),GENERAL,SEQUENCE_INTERVAL_DURATION
Era,시대 (특정 사건/인물이 지배하는 시기),The Victorian era. (빅토리아 시대.),A new era of peace. (평화의 새 시대.),GENERAL,SEQUENCE_INTERVAL_DURATION
Epoch,시대 (역사의 획을 긋는 중요한 시기),The beginning of a new epoch. (새 시대의 시작.),Epoch-making discovery. (획기적인 발견.),GENERAL,SEQUENCE_INTERVAL_DURATION
Eon,"억겁, 매우 긴 시간 (지질학적 시대)",Eons ago. (까마득한 옛날에.),It felt like an eon. (영겁의 시간처럼 느껴졌습니다.),GENERAL,SEQUENCE_INTERVAL_DURATION
Millennium,천년 (1000년의 기간),The new millennium. (새 천년.),Millennial generation. (밀레니얼 세대.),GENERAL,SEQUENCE_INTERVAL_DURATION
Century,세기 (100년의 기간),The 21st century. (21세기.),A century ago. (100년 전.),GENERAL,SEQUENCE_INTERVAL_DURATION
Decade,10년 (10년의 기간),Over the last decade. (지난 10년 동안.),Decades of war. (수십 년간의 전쟁.),GENERAL,SEQUENCE_INTERVAL_DURATION
Generation,세대 (약 30년),The younger generation. (젊은 세대.),Handed down from generation to generation. (대대로 전해 내려오는.),GENERAL,SEQUENCE_INTERVAL_DURATION
Dynasty,"왕조, 명문가 (대가 이어지는 기간)",The Joseon Dynasty. (조선 왕조.),A political dynasty. (정치 명문가.),GENERAL,SEQUENCE_INTERVAL_DURATION
Period,"기간, 시기 (일정한 시간의 구분)",A period of adjustment. (적응 기간.),The Jurassic period. (쥐라기.),GENERAL,SEQUENCE_INTERVAL_DURATION
Phase,"단계, 국면 (변화의 한 과정)",The first phase of the project. (프로젝트의 1단계.),Going through a difficult phase. (힘든 시기를 겪고 있는.),GENERAL,SEQUENCE_INTERVAL_DURATION
Stage,"단계, 무대 (진행 과정의 한 부분)",At an early stage. (초기 단계에.),The final stage of cancer. (암 말기.),GENERAL,SEQUENCE_INTERVAL_DURATION
Interim,"중간의, 잠정적인 (사이의 시간)",An interim report. (중간 보고서.),In the interim. (그사이에/당분간.),GENERAL,SEQUENCE_INTERVAL_DURATION
Interval,간격 (두 사건 사이의 시간),At regular intervals. (일정한 간격으로.),An interval of silence. (잠깐의 침묵.),GENERAL,SEQUENCE_INTERVAL_DURATION
Gap,"공백, 차이 (빈 시간이나 격차)",A gap year. (학업을 쉬는 1년/갭이어.),Generation gap. (세대 차이.),GENERAL,SEQUENCE_INTERVAL_DURATION
Hiatus,"중단, 공백기 (활동을 잠시 멈춤)",The band is on hiatus. (그 밴드는 활동 중단 중입니다.),A brief hiatus. (짧은 공백.),GENERAL,SEQUENCE_INTERVAL_DURATION
Lull,소강상태 (잠잠해진 시기),A lull in the storm. (폭풍 속의 소강상태.),A lull in conversation. (대화가 끊긴 침묵.),GENERAL,SEQUENCE_INTERVAL_DURATION
Respite,"유예, 일시적 중단 (고통이 멈춘 휴식)",A respite from the heat. (더위를 피한 휴식.),Without respite. (쉬지 않고.),GENERAL,SEQUENCE_INTERVAL_DURATION
Tenure,재임 기간 (직위에 있는 기간),His tenure as mayor. (그의 시장 재임 기간.),Academic tenure. (교수 종신 재직권.),GENERAL,SEQUENCE_INTERVAL_DURATION
Term,"임기, 학기 (정해진 기간)",A prison term. (형기.),The spring term. (봄 학기.),GENERAL,SEQUENCE_INTERVAL_DURATION
Duration,지속 기간 (계속되는 동안),For the duration of the flight. (비행시간 동안 내내.),Short duration. (짧은 지속 기간.),GENERAL,SEQUENCE_INTERVAL_DURATION
Span,"기간, 폭 (걸쳐 있는 범위)",Attention span. (주의 집중 시간.),Over a span of ten years. (10년에 걸쳐.),GENERAL,SEQUENCE_INTERVAL_DURATION
Contemporary,"동시대의, 현대의 (같은 시기/최신)",Contemporary art. (현대 미술.),He was a contemporary of Mozart. (그는 모차르트와 동시대 사람이었습니다.),GENERAL,TIMELINESS_FUTURE_PAST
Modern,"현대의, 근대의 (과거와 대비되는)",Modern technology. (현대 기술.),Modern history. (근대사.),GENERAL,TIMELINESS_FUTURE_PAST
Current,"현재의, 통용되는 (지금 일어나고 있는)",Current events. (시사/최근 사건.),The current exchange rate. (현재 환율.),GENERAL,TIMELINESS_FUTURE_PAST
Present-day,오늘날의 (지금 이 시대의),Present-day problems. (오늘날의 문제들.),In present-day society. (현대 사회에서.),GENERAL,TIMELINESS_FUTURE_PAST
Ancient,고대의 (아주 먼 옛날의),Ancient ruins. (고대 유적.),Ancient history. (고대사.),GENERAL,TIMELINESS_FUTURE_PAST
Archaic,"고풍의, 낡은 (너무 오래되어 안 쓰는)",Archaic laws. (낡은 법률들.),Archaic language. (고어.),GENERAL,TIMELINESS_FUTURE_PAST
Primitive,원시적인 (초기 단계의),Primitive tools. (원시적인 도구.),Primitive man. (원시인.),GENERAL,TIMELINESS_FUTURE_PAST
Primeval,"태고의, 원시의 (세상 시작 때의)",Primeval forests. (원시림.),Primeval instincts. (원초적 본능.),GENERAL,TIMELINESS_FUTURE_PAST
Medieval,중세의 (옛날 방식의),Medieval castles. (중세 성들.),Medieval torture methods. (중세 고문 방식.),GENERAL,TIMELINESS_FUTURE_PAST
Prehistoric,선사 시대의 (역사 기록 이전의),Prehistoric animals. (선사 시대 동물들.),Prehistoric cave paintings. (선사 시대 동굴 벽화.),GENERAL,TIMELINESS_FUTURE_PAST
Future,미래의 (앞으로 올),Future generations. (미래 세대.),Plan for the future. (미래를 위해 계획하다.),GENERAL,TIMELINESS_FUTURE_PAST
Prospective,"장래의, 유망한 (앞으로 될 가능성이 있는)",Prospective buyers. (구매 가망 고객들.),A prospective employee. (입사 지원자/예비 직원.),GENERAL,TIMELINESS_FUTURE_PAST
Imminent,"임박한, 일촉즉발의 (금방이라도 닥칠)",Imminent danger. (임박한 위험.),Their arrival is imminent. (그들의 도착이 임박했습니다.),GENERAL,TIMELINESS_FUTURE_PAST
Impending,곧 닥칠 (불길한 일이 다가오는),Impending doom. (다가오는 파멸.),An impending storm. (곧 닥칠 폭풍.),GENERAL,TIMELINESS_FUTURE_PAST
Looming,어렴풋이 나타나는 (걱정거리가 다가오는),The looming deadline. (다가오는 마감일.),A looming crisis. (다가오는 위기.),GENERAL,TIMELINESS_FUTURE_PAST
Forthcoming,"다가오는, 곧 나올 (준비된)",Forthcoming elections. (다가오는 선거.),A list of forthcoming books. (출간 예정 도서 목록.),GENERAL,TIMELINESS_FUTURE_PAST
Eventual,"궁극적인, 언젠가는 일어날 (결국에는)",Eventual success. (궁극적인 성공.),The eventual winner. (최종 승자.),GENERAL,TIMELINESS_FUTURE_PAST
Ultimate,"최후의, 궁극적인 (마지막 단계의)",The ultimate goal. (궁극적인 목표.),Ultimate decision. (최종 결정.),GENERAL,TIMELINESS_FUTURE_PAST
Bygone,"지나간, 과거의 (추억 속의)",A bygone era. (지나간 시대.),Let bygones be bygones. (지나간 일은 잊어버리자.),GENERAL,TIMELINESS_FUTURE_PAST
Former,"이전의, 전직의 (직전의)",The former president. (전직 대통령.),Former glory. (과거의 영광.),GENERAL,TIMELINESS_FUTURE_PAST
Previous,"이전의, 앞선 (순서상 앞의)",The previous page. (이전 페이지.),Previous experience. (이전 경험.),GENERAL,TIMELINESS_FUTURE_PAST
Obsolete,"구식의, 쓸모없게 된 (더 이상 안 쓰는)",Obsolete technology. (한물간 기술.),Typewriters are obsolete. (타자기는 이제 안 씁니다.),GENERAL,TIMELINESS_FUTURE_PAST
Outdated,구식인 (날짜가 지난),Outdated fashion. (유행 지난 패션.),Outdated equipment. (구식 장비.),GENERAL,TIMELINESS_FUTURE_PAST
Antedated,시기보다 앞선 (실제보다 날짜를 앞당긴),The contract was antedated. (계약서 날짜가 소급 적용되었습니다.),This culture antedates the Romans. (이 문화는 로마 시대보다 앞섭니다.),GENERAL,TIMELINESS_FUTURE_PAST
Retroactive,소급 적용되는 (과거까지 거슬러 올라가는),Retroactive pay rise. (소급 인상된 급여.),Retroactive legislation. (소급 입법.),GENERAL,TIMELINESS_FUTURE_PAST
Anachronistic,시대착오적인 (시대에 맞지 않는),Anachronistic ideas. (시대착오적인 생각들.),The sword seemed anachronistic in a modern war. (현대전에 칼은 시대착오적으로 보였습니다.),GENERAL,TIMELINESS_FUTURE_PAST
Timely,시의적절한 (딱 좋은 때의),A timely reminder. (시의적절한 상기.),Timely assistance. (때맞춘 도움.),GENERAL,TIMELINESS_FUTURE_PAST
Up-to-date,최신의 (현대적인),Keep records up-to-date. (기록을 최신 상태로 유지하다.),Up-to-date fashion. (최신 유행.),GENERAL,TIMELINESS_FUTURE_PAST
State-of-the-art,최첨단의 (가장 발달한),State-of-the-art technology. (최첨단 기술.),A state-of-the-art facility. (최신식 설비.),GENERAL,TIMELINESS_FUTURE_PAST
Cutting-edge,최첨단의 (가장 앞서가는),Cutting-edge research. (최첨단 연구.),At the cutting edge of science. (과학의 최첨단에서.),GENERAL,TIMELINESS_FUTURE_PAST
Colossal,거대한 (동상이나 건축물처럼 압도적인),A colossal statue of the king. (왕의 거대한 동상.),The project was a colossal failure. (그 프로젝트는 거대한 실패였습니다.),GENERAL,ENORMOUSNESS_VASTNESS
Enormous,"막대한, 거대한 (일반적으로 매우 큰)",An enormous amount of money. (막대한 액수의 돈.),The house is enormous. (그 집은 엄청나게 큽니다.),GENERAL,ENORMOUSNESS_VASTNESS
Gigantic,"장대한, 거인 같은 (자이언트처럼 큰)",A gigantic skyscraper. (거대한 고층 빌딩.),He has a gigantic appetite. (그는 엄청난 식욕을 가졌습니다.),GENERAL,ENORMOUSNESS_VASTNESS
Massive,"육중한, 대규모의 (무겁고 꽉 찬 느낌)",A massive stone wall. (육중한 돌벽.),A massive heart attack. (대규모 심장마비.),GENERAL,ENORMOUSNESS_VASTNESS
Vast,"광활한, 어마어마한 (넓게 펼쳐진 면적/범위)",The vast desert. (광활한 사막.),A vast improvement. (어마어마한 개선.),GENERAL,ENORMOUSNESS_VASTNESS
Immense,"헤아릴 수 없는, 광대한 (측정하기 힘들 만큼 큰)",Immense pressure to succeed. (성공에 대한 엄청난 압박.),An immense territory. (광대한 영토.),GENERAL,ENORMOUSNESS_VASTNESS
